text,sentiment,sentiment_3class
"Une merveille du cinéma, à voir absolument ! 😍",2,2
Quel chef-d'œuvre ! Je suis sorti de la salle émerveillé.,2,2
"Excellente réalisation, scénario captivant du début à la fin.",2,2
Bravo ! Un film qui restera dans les mémoires.,2,2
"Film magnifique, j'ai adoré ! Les acteurs sont excellents.",2,2
"Une merveille du cinéma, à voir absolument ! 😍",2,2
Quel chef-d'œuvre ! Je suis sorti de la salle émerveillé.,2,2
"Excellente réalisation, scénario captivant du début à la fin.",2,2
Bravo ! Un film qui restera dans les mémoires.,2,2
"Film magnifique, j'ai adoré ! Les acteurs sont excellents.",2,2
"Une merveille du cinéma, à voir absolument ! 😍",2,2
Quel chef-d'œuvre ! Je suis sorti de la salle émerveillé.,2,2
"Excellente réalisation, scénario captivant du début à la fin.",2,2
Bravo ! Un film qui restera dans les mémoires.,2,2
"Film magnifique, j'ai adoré ! Les acteurs sont excellents.",2,2
"Une merveille du cinéma, à voir absolument ! 😍",2,2
Quel chef-d'œuvre ! Je suis sorti de la salle émerveillé.,2,2
"Excellente réalisation, scénario captivant du début à la fin.",2,2
Bravo ! Un film qui restera dans les mémoires.,2,2
"Film magnifique, j'ai adoré ! Les acteurs sont excellents.",2,2
"Une merveille du cinéma, à voir absolument ! 😍",2,2
Quel chef-d'œuvre ! Je suis sorti de la salle émerveillé.,2,2
"Excellente réalisation, scénario captivant du début à la fin.",2,2
Bravo ! Un film qui restera dans les mémoires.,2,2
"Film magnifique, j'ai adoré ! Les acteurs sont excellents.",2,2
"Une merveille du cinéma, à voir absolument ! 😍",2,2
Quel chef-d'œuvre ! Je suis sorti de la salle émerveillé.,2,2
"Excellente réalisation, scénario captivant du début à la fin.",2,2
Bravo ! Un film qui restera dans les mémoires.,2,2
"Film magnifique, j'ai adoré ! Les acteurs sont excellents.",2,2
"Une merveille du cinéma, à voir absolument ! 😍",2,2
Quel chef-d'œuvre ! Je suis sorti de la salle émerveillé.,2,2
"Excellente réalisation, scénario captivant du début à la fin.",2,2
Bravo ! Un film qui restera dans les mémoires.,2,2
"Film magnifique, j'ai adoré ! Les acteurs sont excellents.",2,2
"Une merveille du cinéma, à voir absolument ! 😍",2,2
Quel chef-d'œuvre ! Je suis sorti de la salle émerveillé.,2,2
"Excellente réalisation, scénario captivant du début à la fin.",2,2
Bravo ! Un film qui restera dans les mémoires.,2,2
"Film magnifique, j'ai adoré ! Les acteurs sont excellents.",2,2
"Une merveille du cinéma, à voir absolument ! 😍",2,2
Quel chef-d'œuvre ! Je suis sorti de la salle émerveillé.,2,2
"Excellente réalisation, scénario captivant du début à la fin.",2,2
Bravo ! Un film qui restera dans les mémoires.,2,2
"Film magnifique, j'ai adoré ! Les acteurs sont excellents.",2,2
"Une merveille du cinéma, à voir absolument ! 😍",2,2
Quel chef-d'œuvre ! Je suis sorti de la salle émerveillé.,2,2
"Excellente réalisation, scénario captivant du début à la fin.",2,2
Bravo ! Un film qui restera dans les mémoires.,2,2
"Film magnifique, j'ai adoré ! Les acteurs sont excellents.",2,2
"Une merveille du cinéma, à voir absolument ! 😍",2,2
Quel chef-d'œuvre ! Je suis sorti de la salle émerveillé.,2,2
"Excellente réalisation, scénario captivant du début à la fin.",2,2
Bravo ! Un film qui restera dans les mémoires.,2,2
"Film magnifique, j'ai adoré ! Les acteurs sont excellents.",2,2
"Une merveille du cinéma, à voir absolument ! 😍",2,2
Quel chef-d'œuvre ! Je suis sorti de la salle émerveillé.,2,2
"Excellente réalisation, scénario captivant du début à la fin.",2,2
Bravo ! Un film qui restera dans les mémoires.,2,2
"Film magnifique, j'ai adoré ! Les acteurs sont excellents.",2,2
"Une merveille du cinéma, à voir absolument ! 😍",2,2
Quel chef-d'œuvre ! Je suis sorti de la salle émerveillé.,2,2
"Excellente réalisation, scénario captivant du début à la fin.",2,2
Bravo ! Un film qui restera dans les mémoires.,2,2
"Film magnifique, j'ai adoré ! Les acteurs sont excellents.",2,2
"Une merveille du cinéma, à voir absolument ! 😍",2,2
Quel chef-d'œuvre ! Je suis sorti de la salle émerveillé.,2,2
"Excellente réalisation, scénario captivant du début à la fin.",2,2
Bravo ! Un film qui restera dans les mémoires.,2,2
"Film magnifique, j'ai adoré ! Les acteurs sont excellents.",2,2
"Une merveille du cinéma, à voir absolument ! 😍",2,2
Quel chef-d'œuvre ! Je suis sorti de la salle émerveillé.,2,2
"Excellente réalisation, scénario captivant du début à la fin.",2,2
Bravo ! Un film qui restera dans les mémoires.,2,2
"Film magnifique, j'ai adoré ! Les acteurs sont excellents.",2,2
"Une merveille du cinéma, à voir absolument ! 😍",2,2
Quel chef-d'œuvre ! Je suis sorti de la salle émerveillé.,2,2
"Excellente réalisation, scénario captivant du début à la fin.",2,2
Bravo ! Un film qui restera dans les mémoires.,2,2
"Film magnifique, j'ai adoré ! Les acteurs sont excellents.",2,2
"Une merveille du cinéma, à voir absolument ! 😍",2,2
Quel chef-d'œuvre ! Je suis sorti de la salle émerveillé.,2,2
"Excellente réalisation, scénario captivant du début à la fin.",2,2
Bravo ! Un film qui restera dans les mémoires.,2,2
"Film magnifique, j'ai adoré ! Les acteurs sont excellents.",2,2
"Une merveille du cinéma, à voir absolument ! 😍",2,2
Quel chef-d'œuvre ! Je suis sorti de la salle émerveillé.,2,2
"Excellente réalisation, scénario captivant du début à la fin.",2,2
Bravo ! Un film qui restera dans les mémoires.,2,2
"Film magnifique, j'ai adoré ! Les acteurs sont excellents.",2,2
"Une merveille du cinéma, à voir absolument ! 😍",2,2
Quel chef-d'œuvre ! Je suis sorti de la salle émerveillé.,2,2
"Excellente réalisation, scénario captivant du début à la fin.",2,2
Bravo ! Un film qui restera dans les mémoires.,2,2
"Film magnifique, j'ai adoré ! Les acteurs sont excellents.",2,2
"Une merveille du cinéma, à voir absolument ! 😍",2,2
Quel chef-d'œuvre ! Je suis sorti de la salle émerveillé.,2,2
"Excellente réalisation, scénario captivant du début à la fin.",2,2
Bravo ! Un film qui restera dans les mémoires.,2,2
"Film magnifique, j'ai adoré ! Les acteurs sont excellents.",2,2
"Une merveille du cinéma, à voir absolument ! 😍",2,2
Quel chef-d'œuvre ! Je suis sorti de la salle émerveillé.,2,2
"Excellente réalisation, scénario captivant du début à la fin.",2,2
Bravo ! Un film qui restera dans les mémoires.,2,2
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
