text,sentiment,sentiment_3class
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"Très déçu, le scénario est prévisible et ennuyeux.",0,0
"Film médiocre, j'ai failli m'endormir. 😴",0,0
Quel gâchis ! Les acteurs jouent mal et l'histoire n'a aucun sens.,0,0
"Je ne recommande pas du tout, c'est une perte de temps.",0,0
"Nul, vraiment nul. Je regrette d'être allé le voir.",0,0
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
"C'est correct, sans plus. Rien de mémorable.",1,1
"Film moyen, certaines scènes sont bonnes, d'autres moins.",1,1
"On a passé un moment correct, mais rien d'exceptionnel.",1,1
"Le film est regardable, mais je ne le reverrai pas.",1,1
"Pas mal dans l'ensemble, mais ça ne restera pas gravé.",1,1
